id_oferta,titulo,empresa,fuente,fecha_publicacion,provincia,modalidad,nivel,tipo_contrato,salario_min,salario_max,moneda,habilidades,descripcion
OF-00711,Desarrollador Frontend,Globant,Computrabajo,2025-01-07,Colón,Presencial,Semi Senior,Por Proyecto,2050,2550,USD,"Angular, JavaScript, LLM/IA Generativa, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, JavaScript, LLM/IA Generativa, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00712,Desarrollador Frontend,GBM Panamá,LinkedIn,2025-06-25,Panamá Oeste,Presencial,Semi Senior,Permanente,2300,,USD,"Angular, JavaScript, Machine Learning, React, Rust, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, JavaScript, Machine Learning, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00713,Desarrollador Backend,Copa Airlines,encuentra24,2025-12-03,Panamá,Remoto,Junior,Freelance,1250,1500,USD,"Java, Node.js, SQL","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Java, Node.js, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00714,Desarrollador Full Stack,Dell Panamá,Konzerta,2025-10-04,Los Santos,Híbrido,Junior,Permanente,1000,1250,USD,"Git, Node.js, SQL","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Git, Node.js, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00715,Ingeniero Cloud,Dell Panamá,encuentra24,2025-10-08,Panamá,Híbrido,Junior,Permanente,2000,2650,USD,"Azure, Docker, GCP, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00716,Desarrollador Frontend,Panama Digital,Computrabajo,2025-09-21,Panamá Oeste,Remoto,Senior,Freelance,,4650,USD,"Git, JavaScript, Kubernetes, React, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, Kubernetes, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00717,Ingeniero Cloud,Soluciones IT SA,Konzerta,2025-05-31,Panamá Oeste,Presencial,Semi Senior,Por Proyecto,3050,3950,USD,"AWS, Azure, Docker, GCP, Kubernetes, Machine Learning, Python","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00718,Ingeniero Cloud,Banistmo,Computrabajo,2025-08-27,Panamá,Remoto,Senior,Permanente,2750,4200,USD,"AWS, Docker, GCP, Kubernetes","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Docker, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00719,Analista de BI,Banco General,encuentra24,2025-06-07,Panamá,Remoto,Junior,Permanente,1050,1400,USD,"PostgreSQL, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00720,Analista de BI,BAC Credomatic,Konzerta,2025-07-30,Panamá Oeste,Presencial,Junior,Freelance,1450,2150,USD,"PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00721,Desarrollador Frontend,MultiBank,Konzerta,2025-03-27,Panamá Oeste,Híbrido,Junior,Permanente,1550,2050,USD,"Angular, Git, JavaScript, Machine Learning, Vue","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, Machine Learning. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00722,Ingeniero de IA/ML,Cable & Wireless,encuentra24,2025-07-15,Panamá,Remoto,Junior,Por Proyecto,2600,,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00723,Ingeniero de IA/ML,Caja de Ahorros,encuentra24,2025-03-23,Panamá,Híbrido,Semi Senior,Permanente,2200,,USD,"AWS, Kubernetes, Python, Spark","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Kubernetes, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00724,Administrador de BD,Caja de Ahorros,LinkedIn,2025-11-14,Panamá,Presencial,Senior,Permanente,2900,4350,USD,"Go, MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Go, MongoDB, Oracle, PostgreSQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00725,Científico de Datos,Innovatec,LinkedIn,2025-11-28,Panamá,Presencial,Lead,Permanente,3400,4900,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00726,Desarrollador Backend,Avianca Tech,encuentra24,2025-10-28,Los Santos,Remoto,Semi Senior,Permanente,1900,,USD,"Git, Java, SQL, Spark","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Git, Java, SQL, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00727,Ingeniero Cloud,Caja de Ahorros,LinkedIn,2025-07-15,Colón,Híbrido,Senior,Permanente,3350,4550,USD,"Azure, Kubernetes, Python, Spark","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Kubernetes, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00728,Ingeniero de Datos,Banistmo,LinkedIn,2025-06-18,Panamá,Remoto,Junior,Temporal,2050,2600,USD,"AWS, PostgreSQL, Power BI, SQL, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, PostgreSQL, Power BI, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00729,Ingeniero de Datos,BAC Credomatic,LinkedIn,2025-07-26,Herrera,Presencial,Junior,Por Proyecto,1150,1700,USD,"AWS, Power BI, Spark","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Power BI, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00730,Desarrollador Full Stack,GBM Panamá,Konzerta,2025-10-10,Panamá,Presencial,Lead,Permanente,4000,5200,USD,"Docker, Git, Go, Python, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, Go, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00731,Ingeniero DevOps,Copa Airlines,LinkedIn,2025-07-31,Panamá,Remoto,Semi Senior,Freelance,3200,4200,USD,"Azure, Docker, GCP, Git, Kubernetes, LLM/IA Generativa","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00732,Ingeniero de Datos,Nearshore Devs,Konzerta,2025-10-26,Chiriquí,Presencial,Senior,Permanente,2650,3750,USD,"Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Power BI, Python, SQL, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00733,Ingeniero Cloud,Dell Panamá,LinkedIn,2025-08-11,Veraguas,Remoto,Semi Senior,Temporal,2300,3300,USD,"Azure, Docker, GCP, Kubernetes, Python, Vue","Buscamos Ingeniero Cloud nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00734,Analista de BI,Avianca Tech,LinkedIn,2025-08-14,Herrera,Presencial,Semi Senior,Permanente,1550,1950,USD,"PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00735,Administrador de BD,Panama Digital,LinkedIn,2025-10-27,Los Santos,Presencial,Semi Senior,Permanente,1500,,USD,"MongoDB, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, PostgreSQL, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00736,Desarrollador Frontend,Innovatec,Konzerta,2025-12-01,Colón,Híbrido,Senior,Permanente,2500,3100,USD,"Angular, Git, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, TypeScript, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00737,Ingeniero de IA/ML,Globant,Konzerta,2025-11-13,Panamá Oeste,Presencial,Junior,Freelance,1750,2450,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00738,Desarrollador Backend,BAC Credomatic,Konzerta,2025-07-08,Panamá,Presencial,Junior,Permanente,1900,2350,USD,".NET, GCP, Git, Java, Node.js, SQL, Spring","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en .NET, GCP, Git, Java. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00739,Ingeniero DevOps,,Computrabajo,2025-10-31,Panamá,Híbrido,Lead,Permanente,,5300,USD,"AWS, Docker, GCP, LLM/IA Generativa","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Docker, GCP, LLM/IA Generativa. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00740,Ingeniero DevOps,Dell Panamá,encuentra24,2025-05-04,Coclé,Presencial,Semi Senior,Por Proyecto,,3250,USD,"AWS, Azure, Docker, GCP, Kubernetes, Vue","Buscamos Ingeniero DevOps nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00741,Desarrollador Full Stack,Cable & Wireless,LinkedIn,2025-04-24,Panamá,Remoto,Semi Senior,Freelance,2300,3350,USD,"Docker, React, Rust, TypeScript","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, React, Rust, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00742,Ingeniero DevOps,BAC Credomatic,Computrabajo,2025-08-15,Panamá,Remoto,Lead,Temporal,,,USD,"AWS, Azure, Docker, GCP, Git, Kubernetes, Machine Learning, Spark","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00743,Ingeniero de IA/ML,GBM Panamá,Konzerta,2025-04-07,Panamá Oeste,Híbrido,Junior,Permanente,2000,2450,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00744,Desarrollador Backend,DataPro Panamá,Konzerta,2025-03-10,Panamá,Híbrido,Junior,Permanente,1850,2450,USD,".NET, Git, Node.js, Python, SQL, Spring","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Git, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00745,Desarrollador Frontend,Avianca Tech,Computrabajo,2025-12-02,Panamá,Presencial,Junior,Temporal,,1650,USD,"Angular, Git, TypeScript","Buscamos Desarrollador Frontend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00746,Desarrollador Backend,Soluciones IT SA,Computrabajo,2025-08-23,Panamá,Híbrido,Senior,Por Proyecto,,4600,USD,"GCP, Java, Node.js, Python","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en GCP, Java, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00747,Ingeniero DevOps,Caja de Ahorros,Konzerta,2025-07-30,Panamá,Presencial,Lead,Por Proyecto,4400,5950,USD,"AWS, Azure, GCP, Git","Buscamos Ingeniero DevOps nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, GCP, Git. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00748,Ingeniero Cloud,Cable & Wireless,Computrabajo,2025-04-05,Chiriquí,Remoto,Junior,Permanente,2400,3150,USD,"AWS, Azure, Docker, GCP, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00749,Desarrollador Full Stack,Banistmo,encuentra24,2025-11-03,Colón,Presencial,Semi Senior,Permanente,1750,2700,USD,"Docker, Git, JavaScript, Python, React, SQL","Buscamos Desarrollador Full Stack nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00750,Desarrollador Frontend,Innovatec,Konzerta,2025-11-26,Panamá,Presencial,Semi Senior,Permanente,2350,3200,USD,"Angular, Git, JavaScript, React, Rust, TypeScript, Vue","Buscamos Desarrollador Frontend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, JavaScript, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00751,Ingeniero DevOps,TechMakers,LinkedIn,2025-06-19,Panamá,Presencial,Junior,Permanente,2300,3250,USD,"AWS, Azure, Docker, GCP, Kubernetes, Rust","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00752,Administrador de BD,Globant,Konzerta,2025-06-22,Panamá,Presencial,Junior,Permanente,1100,1600,USD,"MongoDB, Oracle, PostgreSQL, SQL","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00753,Desarrollador Backend,Copa Airlines,Computrabajo,2025-11-28,Panamá,Presencial,Senior,Freelance,,3700,USD,".NET, Git, SQL, Vue","Buscamos Desarrollador Backend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Git, SQL, Vue. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00754,Ingeniero Cloud,Avianca Tech,encuentra24,2025-12-09,Panamá,Híbrido,Junior,Permanente,1650,2050,USD,"Azure, Docker, GCP, Python","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00755,Desarrollador Full Stack,MultiBank,Konzerta,2025-10-15,Panamá,Presencial,Lead,Temporal,3550,4400,USD,"Git, JavaScript, Machine Learning, Node.js, SQL","Buscamos Desarrollador Full Stack nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Git, JavaScript, Machine Learning, Node.js. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00756,Ingeniero de Datos,TechMakers,Computrabajo,2025-11-17,Panamá,Presencial,Lead,Temporal,3650,5250,USD,"AWS, LLM/IA Generativa, PostgreSQL, Power BI, Python, SQL, Spark","Buscamos Ingeniero de Datos nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, PostgreSQL, Power BI. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00757,Ingeniero de IA/ML,Procesos y Sistemas,Konzerta,2025-09-24,Chiriquí,Híbrido,Semi Senior,Permanente,2250,3200,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00758,Desarrollador Full Stack,Nearshore Devs,Konzerta,2025-10-05,Panamá,Remoto,Senior,Permanente,3600,4950,USD,"Docker, JavaScript, Node.js, Python, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Docker, JavaScript, Node.js, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00759,Administrador de BD,Banistmo,Computrabajo,2025-05-10,Colón,Híbrido,Junior,Permanente,1250,1950,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL, TypeScript","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00760,Desarrollador Full Stack,Procesos y Sistemas,encuentra24,2025-08-29,Panamá,Presencial,Lead,Permanente,4150,6100,USD,"Git, LLM/IA Generativa, Node.js, React, Rust, SQL, TypeScript","Buscamos Desarrollador Full Stack nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en Git, LLM/IA Generativa, Node.js, React. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00761,Científico de Datos,Nearshore Devs,LinkedIn,2025-09-12,Veraguas,Remoto,Senior,Freelance,2950,3950,USD,"LLM/IA Generativa, Power BI, Python, SQL","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00762,Ingeniero de IA/ML,Cable & Wireless,LinkedIn,2025-08-10,Panamá,Presencial,Semi Senior,Temporal,2350,3400,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Rust, Spark","Buscamos Ingeniero de IA/ML nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00763,Ingeniero DevOps,Innovatec,Konzerta,2025-02-06,Chiriquí,Remoto,Junior,Permanente,1850,2300,USD,"AWS, Azure, Docker, GCP, Kubernetes","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00764,Desarrollador Full Stack,GBM Panamá,encuentra24,2025-10-20,Panamá,Presencial,Junior,Permanente,2300,,USD,"Docker, Git, JavaScript, LLM/IA Generativa, Node.js, Python, React, TypeScript","Buscamos Desarrollador Full Stack nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, Git, JavaScript, LLM/IA Generativa. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00765,Científico de Datos,Banistmo,Computrabajo,2025-07-10,Chiriquí,Presencial,Senior,Por Proyecto,2850,3650,USD,"LLM/IA Generativa, Machine Learning, Power BI, Python, SQL","Buscamos Científico de Datos nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en LLM/IA Generativa, Machine Learning, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00766,Desarrollador Backend,Copa Airlines,encuentra24,2025-10-31,Colón,Presencial,Junior,Freelance,1100,,USD,"C#, Git, Java, Python, Vue","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en C#, Git, Java, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00767,Desarrollador Backend,,LinkedIn,2025-04-30,Coclé,Híbrido,Junior,Permanente,1800,2300,USD,".NET, Git, Go, Node.js, Python, SQL, Spring","Buscamos Desarrollador Backend nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en .NET, Git, Go, Node.js. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00768,Desarrollador Frontend,Banco General,encuentra24,2025-05-25,Panamá Oeste,Presencial,Senior,Permanente,2800,3900,USD,"Angular, Git, React, TypeScript","Buscamos Desarrollador Frontend nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Angular, Git, React, TypeScript. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00769,Ingeniero de Datos,Nearshore Devs,encuentra24,2025-08-30,Panamá,Remoto,Junior,Temporal,1750,2500,USD,"AWS, Kubernetes, PostgreSQL, Power BI, Python","Buscamos Ingeniero de Datos nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Kubernetes, PostgreSQL, Power BI. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00770,Ingeniero de Datos,Banco General,LinkedIn,2025-05-20,Colón,Remoto,Semi Senior,Permanente,1950,2450,USD,"Go, PostgreSQL, Power BI, Spark","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en Go, PostgreSQL, Power BI, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00771,Administrador de BD,BAC Credomatic,Computrabajo,2025-10-20,Panamá,Híbrido,Junior,Permanente,1500,2200,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00772,Ingeniero de IA/ML,Soluciones IT SA,Computrabajo,2025-04-14,Panamá,Híbrido,Junior,Permanente,,3200,USD,"AWS, LLM/IA Generativa, Machine Learning, Python, Spark","Buscamos Ingeniero de IA/ML nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00773,Ingeniero DevOps,BAC Credomatic,Konzerta,2025-02-18,Panamá Oeste,Remoto,Junior,Freelance,2000,2800,USD,"Docker, GCP, Git, Kubernetes, Spark","Buscamos Ingeniero DevOps nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Docker, GCP, Git, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00774,Analista de BI,BAC Credomatic,Konzerta,2025-06-19,Panamá Oeste,Presencial,Junior,Permanente,,2250,USD,"Go, PostgreSQL, Power BI, Python, SQL","Buscamos Analista de BI nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Go, PostgreSQL, Power BI, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00775,Administrador de BD,Panama Digital,Computrabajo,2025-02-13,Panamá,Presencial,Senior,Permanente,2850,4100,USD,"MongoDB, Oracle, PostgreSQL, Python, SQL","Buscamos Administrador de BD nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00776,Administrador de BD,TechMakers,Computrabajo,2025-04-02,Panamá,Presencial,Junior,Por Proyecto,1300,1750,USD,"MongoDB, Oracle, PostgreSQL, Python","Buscamos Administrador de BD nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en MongoDB, Oracle, PostgreSQL, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00777,Ingeniero de IA/ML,Dell Panamá,Konzerta,2025-01-03,Panamá Oeste,Presencial,Lead,Permanente,3200,4800,USD,"AWS, LLM/IA Generativa, Machine Learning, Spark","Buscamos Ingeniero de IA/ML nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, LLM/IA Generativa, Machine Learning, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00778,Ingeniero de IA/ML,Banco General,Konzerta,2025-10-23,Colón,Remoto,Lead,Permanente,3600,5400,USD,"AWS, Python, Spark","Buscamos Ingeniero de IA/ML nivel Lead para integrarse a nuestro equipo. Experiencia comprobable en AWS, Python, Spark. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00779,Ingeniero DevOps,Cable & Wireless,Konzerta,2025-10-23,Panamá,Híbrido,Senior,Por Proyecto,3150,4900,USD,"AWS, Azure, Docker, GCP, Git","Buscamos Ingeniero DevOps nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Azure, Docker, GCP. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00780,Analista de BI,Dell Panamá,encuentra24,2025-11-23,Chiriquí,Presencial,Senior,Permanente,,3850,USD,"PostgreSQL, Power BI, Python, SQL, Spark, TypeScript","Buscamos Analista de BI nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en PostgreSQL, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00781,Administrador de BD,Soluciones IT SA,encuentra24,2025-10-20,Panamá,Presencial,Senior,Permanente,3200,4600,USD,"Kubernetes, MongoDB, Oracle, PostgreSQL, Python, SQL, TypeScript","Buscamos Administrador de BD nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en Kubernetes, MongoDB, Oracle, PostgreSQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00782,Ingeniero Cloud,Dell Panamá,Computrabajo,2025-06-04,Panamá,Presencial,Senior,Permanente,2700,,USD,"GCP, Kubernetes, Python","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en GCP, Kubernetes, Python. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00783,Desarrollador Backend,GBM Panamá,encuentra24,2025-10-03,Panamá,Remoto,Semi Senior,Permanente,2300,3200,USD,"C#, Node.js, Python, SQL, Spring","Buscamos Desarrollador Backend nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en C#, Node.js, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00784,Ingeniero de Datos,Dell Panamá,Konzerta,2025-04-20,Herrera,Presencial,Semi Senior,Permanente,,2550,USD,"AWS, Power BI, Python, SQL, Spark, Vue","Buscamos Ingeniero de Datos nivel Semi Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Power BI, Python, SQL. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00785,Ingeniero Cloud,Nearshore Devs,encuentra24,2025-12-10,Panamá,Híbrido,Senior,Por Proyecto,,5000,USD,"AWS, Docker, GCP, Kubernetes, Machine Learning, Python, TypeScript","Buscamos Ingeniero Cloud nivel Senior para integrarse a nuestro equipo. Experiencia comprobable en AWS, Docker, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
OF-00786,Ingeniero Cloud,Caja de Ahorros,LinkedIn,2025-10-05,Herrera,Híbrido,Junior,Permanente,1550,2350,USD,"Azure, Docker, GCP, Kubernetes, Python, Vue","Buscamos Ingeniero Cloud nivel Junior para integrarse a nuestro equipo. Experiencia comprobable en Azure, Docker, GCP, Kubernetes. Ofrecemos crecimiento profesional y ambiente colaborativo."
